row_id,timestamp_cst,gauge_id,raw_strain_microstrain,baseline_offset_microstrain,corrected_strain_microstrain,temperature_c,vibration_mm_s,quality_flag
F01900,2027-02-03 15:30,G4,-5.1,0,-5.1,-5.6,0.23,OK
F01901,2027-02-03 15:30,G5,3.2,2,1.2,-5.6,0.21,OK
F01902,2027-02-03 15:30,G6,189.6,187,2.6,-5.6,0.21,OK
F01903,2027-02-03 15:30,G7,0.6,-2,2.6,-5.6,0.17,OK
F01904,2027-02-03 15:30,G8,-2.1,0,-2.1,-5.6,0.19,OK
F01905,2027-02-03 15:40,G1,21.0,0,21.0,-5.4,0.82,OK
F01906,2027-02-03 15:40,G2,37.4,1,36.4,-5.4,0.84,OK
F01907,2027-02-03 15:40,G3,33.9,-1,34.9,-5.4,0.77,OK
F01908,2027-02-03 15:40,G4,50.5,0,50.5,-5.4,0.80,OK
F01909,2027-02-03 15:40,G5,56.2,2,54.2,-5.4,0.77,OK
F01910,2027-02-03 15:40,G6,251.6,187,64.6,-5.4,0.76,OK
F01911,2027-02-03 15:40,G7,45.2,-2,47.2,-5.4,0.78,OK
F01912,2027-02-03 15:40,G8,26.8,0,26.8,-5.4,0.76,OK
F01913,2027-02-03 15:50,G1,-3.5,0,-3.5,-5.1,0.21,OK
F01914,2027-02-03 15:50,G2,0.8,1,-0.2,-5.1,0.17,OK
F01915,2027-02-03 15:50,G3,-2.5,-1,-1.5,-5.1,0.18,OK
F01916,2027-02-03 15:50,G4,-4.7,0,-4.7,-5.1,0.21,OK
F01917,2027-02-03 15:50,G5,4.0,2,2.0,-5.1,0.20,OK
F01918,2027-02-03 15:50,G6,189.7,187,2.7,-5.1,0.24,OK
F01919,2027-02-03 15:50,G7,-2.4,-2,-0.4,-5.1,0.21,OK
F01920,2027-02-03 15:50,G8,4.1,0,4.1,-5.1,0.18,OK
F01921,2027-02-03 16:00,G1,13.3,0,13.3,-4.9,0.51,OK
F01922,2027-02-03 16:00,G2,14.9,1,13.9,-4.9,0.47,OK
F01923,2027-02-03 16:00,G3,22.2,-1,23.2,-4.9,0.48,OK
F01924,2027-02-03 16:00,G4,28.5,0,28.5,-4.9,0.55,OK
F01925,2027-02-03 16:00,G5,37.5,2,35.5,-4.9,0.50,OK
F01926,2027-02-03 16:00,G6,220.9,187,33.9,-4.9,0.49,OK
F01927,2027-02-03 16:00,G7,20.0,-2,22.0,-4.9,0.53,OK
F01928,2027-02-03 16:00,G8,17.0,0,17.0,-4.9,0.52,OK
F01929,2027-02-03 16:10,G1,4.1,0,4.1,-4.7,0.21,OK
F01930,2027-02-03 16:10,G2,-1.0,1,-2.0,-4.7,0.18,OK
F01931,2027-02-03 16:10,G3,3.5,-1,4.5,-4.7,0.22,OK
F01932,2027-02-03 16:10,G4,4.1,0,4.1,-4.7,0.20,OK
F01933,2027-02-03 16:10,G5,6.7,2,4.7,-4.7,0.18,OK
F01934,2027-02-03 16:10,G6,189.2,187,2.2,-4.7,0.23,OK
F01935,2027-02-03 16:10,G7,1.8,-2,3.8,-4.7,0.17,OK
F01936,2027-02-03 16:10,G8,4.4,0,4.4,-4.7,0.17,OK
F01937,2027-02-03 16:20,G1,21.5,0,21.5,-4.5,0.71,OK
F01938,2027-02-03 16:20,G2,28.9,1,27.9,-4.5,0.68,OK
F01939,2027-02-03 16:20,G3,34.8,-1,35.8,-4.5,0.69,OK
F01940,2027-02-03 16:20,G4,45.8,0,45.8,-4.5,0.69,OK
F01941,2027-02-03 16:20,G5,52.5,2,50.5,-4.5,0.69,OK
F01942,2027-02-03 16:20,G6,241.4,187,54.4,-4.5,0.71,OK
F01943,2027-02-03 16:20,G7,35.7,-2,37.7,-4.5,0.71,OK
F01944,2027-02-03 16:20,G8,28.4,0,28.4,-4.5,0.66,OK
F01945,2027-02-03 16:30,G1,-1.7,0,-1.7,-4.3,0.18,OK
F01946,2027-02-03 16:30,G2,-1.2,1,-2.2,-4.3,0.24,OK
F01947,2027-02-03 16:30,G3,-1.6,-1,-0.6,-4.3,0.23,OK
F01948,2027-02-03 16:30,G4,1.6,0,1.6,-4.3,0.22,OK
F01949,2027-02-03 16:30,G5,3.3,2,1.3,-4.3,0.18,OK
F01950,2027-02-03 16:30,G6,188.4,187,1.4,-4.3,0.23,OK
F01951,2027-02-03 16:30,G7,0.9,-2,2.9,-4.3,0.16,OK
F01952,2027-02-03 16:30,G8,3.5,0,3.5,-4.3,0.21,OK
F01953,2027-02-03 16:40,G1,30.7,0,30.7,-4.1,0.86,OK
F01954,2027-02-03 16:40,G2,39.8,1,38.8,-4.1,0.85,OK
F01955,2027-02-03 16:40,G3,44.0,-1,45.0,-4.1,0.88,OK
F01956,2027-02-03 16:40,G4,58.6,0,58.6,-4.1,0.85,OK
F01957,2027-02-03 16:40,G5,72.0,2,70.0,-4.1,0.90,OK
F01958,2027-02-03 16:40,G6,269.9,187,82.9,-4.1,0.90,OK
F01959,2027-02-03 16:40,G7,52.4,-2,54.4,-4.1,0.86,OK
F01960,2027-02-03 16:40,G8,36.3,0,36.3,-4.1,0.85,OK
F01961,2027-02-03 16:50,G1,6.5,0,6.5,-3.9,0.24,OK
F01962,2027-02-03 16:50,G2,3.4,1,2.4,-3.9,0.19,OK
F01963,2027-02-03 16:50,G3,-2.7,-1,-1.7,-3.9,0.20,OK
F01964,2027-02-03 16:50,G4,4.2,0,4.2,-3.9,0.22,OK
F01965,2027-02-03 16:50,G5,7.3,2,5.3,-3.9,0.20,OK
F01966,2027-02-03 16:50,G6,188.4,187,1.4,-3.9,0.17,OK
F01967,2027-02-03 16:50,G7,1.2,-2,3.2,-3.9,0.20,OK
F01968,2027-02-03 16:50,G8,1.4,0,1.4,-3.9,0.19,OK
F01969,2027-02-03 17:00,G1,17.8,0,17.8,-3.7,0.58,OK
F01970,2027-02-03 17:00,G2,20.8,1,19.8,-3.7,0.60,OK
F01971,2027-02-03 17:00,G3,24.6,-1,25.6,-3.7,0.55,OK
F01972,2027-02-03 17:00,G4,33.8,0,33.8,-3.7,0.57,OK
F01973,2027-02-03 17:00,G5,42.6,2,40.6,-3.7,0.61,OK
F01974,2027-02-03 17:00,G6,229.5,187,42.5,-3.7,0.58,OK
F01975,2027-02-03 17:00,G7,27.6,-2,29.6,-3.7,0.61,OK
F01976,2027-02-03 17:00,G8,24.9,0,24.9,-3.7,0.57,OK
F01977,2027-02-03 17:10,G1,3.7,0,3.7,-3.5,0.23,OK
F01978,2027-02-03 17:10,G2,4.2,1,3.2,-3.5,0.21,OK
F01979,2027-02-03 17:10,G3,-0.5,-1,0.5,-3.5,0.17,OK
F01980,2027-02-03 17:10,G4,1.2,0,1.2,-3.5,0.18,OK
F01981,2027-02-03 17:10,G5,3.5,2,1.5,-3.5,0.17,OK
F01982,2027-02-03 17:10,G6,192.2,187,5.2,-3.5,0.23,OK
F01983,2027-02-03 17:10,G7,4.7,-2,6.7,-3.5,0.20,OK
F01984,2027-02-03 17:10,G8,1.5,0,1.5,-3.5,0.19,OK
F01985,2027-02-03 17:20,G1,28.3,0,28.3,-3.3,0.74,OK
F01986,2027-02-03 17:20,G2,30.8,1,29.8,-3.3,0.74,OK
F01987,2027-02-03 17:20,G3,41.7,-1,42.7,-3.3,0.75,OK
F01988,2027-02-03 17:20,G4,48.7,0,48.7,-3.3,0.71,OK
F01989,2027-02-03 17:20,G5,62.9,2,60.9,-3.3,0.72,OK
F01990,2027-02-03 17:20,G6,253.9,187,66.9,-3.3,0.77,OK
F01991,2027-02-03 17:20,G7,40.1,-2,42.1,-3.3,0.74,OK
F01992,2027-02-03 17:20,G8,36.1,0,36.1,-3.3,0.74,OK
F01993,2027-02-03 17:30,G1,0.8,0,0.8,-3.2,0.16,OK
F01994,2027-02-03 17:30,G2,3.7,1,2.7,-3.2,0.22,OK
F01995,2027-02-03 17:30,G3,0.5,-1,1.5,-3.2,0.24,OK
F01996,2027-02-03 17:30,G4,5.6,0,5.6,-3.2,0.20,OK
F01997,2027-02-03 17:30,G5,4.3,2,2.3,-3.2,0.16,OK
F01998,2027-02-03 17:30,G6,188.6,187,1.6,-3.2,0.24,OK
F01999,2027-02-03 17:30,G7,5.2,-2,7.2,-3.2,0.23,OK
F02000,2027-02-03 17:30,G8,6.7,0,6.7,-3.2,0.22,OK
F02001,2027-02-03 17:40,G1,35.4,0,35.4,-3.0,0.89,OK
F02002,2027-02-03 17:40,G2,45.5,1,44.5,-3.0,0.88,OK
F02003,2027-02-03 17:40,G3,47.3,-1,48.3,-3.0,0.89,OK
F02004,2027-02-03 17:40,G4,63.6,0,63.6,-3.0,0.90,OK
F02005,2027-02-03 17:40,G5,74.7,2,72.7,-3.0,0.94,OK
F02006,2027-02-03 17:40,G6,278.9,187,91.9,-3.0,0.91,OK
F02007,2027-02-03 17:40,G7,55.8,-2,57.8,-3.0,0.96,OK
F02008,2027-02-03 17:40,G8,39.9,0,39.9,-3.0,0.94,OK
F02009,2027-02-03 17:50,G1,6.9,0,6.9,-2.9,0.22,OK
F02010,2027-02-03 17:50,G2,2.3,1,1.3,-2.9,0.19,OK
F02011,2027-02-03 17:50,G3,0.9,-1,1.9,-2.9,0.23,OK
F02012,2027-02-03 17:50,G4,2.5,0,2.5,-2.9,0.19,OK
F02013,2027-02-03 17:50,G5,7.7,2,5.7,-2.9,0.19,OK
F02014,2027-02-03 17:50,G6,194.7,187,7.7,-2.9,0.17,OK
F02015,2027-02-03 17:50,G7,6.7,-2,8.7,-2.9,0.21,OK
F02016,2027-02-03 17:50,G8,7.2,0,7.2,-2.9,0.19,OK
F02017,2027-02-03 18:00,G1,22.7,0,22.7,-2.7,0.66,OK
F02018,2027-02-03 18:00,G2,33.8,1,32.8,-2.7,0.67,OK
F02019,2027-02-03 18:00,G3,32.0,-1,33.0,-2.7,0.61,OK
F02020,2027-02-03 18:00,G4,38.2,0,38.2,-2.7,0.64,OK
F02021,2027-02-03 18:00,G5,54.8,2,52.8,-2.7,0.62,OK
F02022,2027-02-03 18:00,G6,243.5,187,56.5,-2.7,0.65,OK
F02023,2027-02-03 18:00,G7,39.7,-2,41.7,-2.7,0.60,OK
F02024,2027-02-03 18:00,G8,23.8,0,23.8,-2.7,0.64,OK
F02025,2027-02-03 18:10,G1,6.6,0,6.6,-2.6,0.18,OK
F02026,2027-02-03 18:10,G2,5.9,1,4.9,-2.6,0.17,OK
F02027,2027-02-03 18:10,G3,6.5,-1,7.5,-2.6,0.19,OK
F02028,2027-02-03 18:10,G4,8.8,0,8.8,-2.6,0.21,OK
F02029,2027-02-03 18:10,G5,12.0,2,10.0,-2.6,0.21,OK
F02030,2027-02-03 18:10,G6,189.1,187,2.1,-2.6,0.23,OK
F02031,2027-02-03 18:10,G7,4.6,-2,6.6,-2.6,0.18,OK
F02032,2027-02-03 18:10,G8,6.4,0,6.4,-2.6,0.23,OK
F02033,2027-02-03 18:20,G1,29.8,0,29.8,-2.5,0.81,OK
F02034,2027-02-03 18:20,G2,42.3,1,41.3,-2.5,0.83,OK
F02035,2027-02-03 18:20,G3,47.6,-1,48.6,-2.5,0.77,OK
F02036,2027-02-03 18:20,G4,53.8,0,53.8,-2.5,0.85,OK
F02037,2027-02-03 18:20,G5,72.1,2,70.1,-2.5,0.78,OK
F02038,2027-02-03 18:20,G6,261.0,187,74.0,-2.5,0.79,OK
F02039,2027-02-03 18:20,G7,52.4,-2,54.4,-2.5,0.84,OK
F02040,2027-02-03 18:20,G8,35.7,0,35.7,-2.5,0.78,OK
F02041,2027-02-03 18:30,G1,6.4,0,6.4,-2.4,0.16,OK
F02042,2027-02-03 18:30,G2,3.4,1,2.4,-2.4,0.18,OK
F02043,2027-02-03 18:30,G3,8.5,-1,9.5,-2.4,0.23,OK
F02044,2027-02-03 18:30,G4,2.9,0,2.9,-2.4,0.24,OK
F02045,2027-02-03 18:30,G5,6.2,2,4.2,-2.4,0.18,OK
F02046,2027-02-03 18:30,G6,196.4,187,9.4,-2.4,0.21,OK
F02047,2027-02-03 18:30,G7,2.2,-2,4.2,-2.4,0.23,OK
F02048,2027-02-03 18:30,G8,10.3,0,10.3,-2.4,0.22,OK
F02049,2027-02-03 18:40,G1,36.5,0,36.5,-2.3,0.99,OK
F02050,2027-02-03 18:40,G2,50.1,1,49.1,-2.3,0.99,OK
F02051,2027-02-03 18:40,G3,54.3,-1,55.3,-2.3,1.00,OK
F02052,2027-02-03 18:40,G4,75.0,0,75.0,-2.3,0.99,OK
F02053,2027-02-03 18:40,G5,83.4,2,81.4,-2.3,0.95,OK
F02054,2027-02-03 18:40,G6,283.8,187,96.8,-2.3,1.02,OK
F02055,2027-02-03 18:40,G7,62.4,-2,64.4,-2.3,0.97,OK
F02056,2027-02-03 18:40,G8,43.1,0,43.1,-2.3,0.98,OK
F02057,2027-02-03 18:50,G1,2.2,0,2.2,-2.2,0.18,OK
F02058,2027-02-03 18:50,G2,6.5,1,5.5,-2.2,0.24,OK
F02059,2027-02-03 18:50,G3,7.7,-1,8.7,-2.2,0.19,OK
F02060,2027-02-03 18:50,G4,5.2,0,5.2,-2.2,0.19,OK
F02061,2027-02-03 18:50,G5,13.3,2,11.3,-2.2,0.17,OK
F02062,2027-02-03 18:50,G6,196.2,187,9.2,-2.2,0.17,OK
F02063,2027-02-03 18:50,G7,2.0,-2,4.0,-2.2,0.23,OK
F02064,2027-02-03 18:50,G8,11.3,0,11.3,-2.2,0.20,OK
F02065,2027-02-03 19:00,G1,23.5,0,23.5,-2.1,0.71,OK
F02066,2027-02-03 19:00,G2,36.2,1,35.2,-2.1,0.71,OK
F02067,2027-02-03 19:00,G3,35.9,-1,36.9,-2.1,0.73,OK
F02068,2027-02-03 19:00,G4,45.0,0,45.0,-2.1,0.73,OK
F02069,2027-02-03 19:00,G5,61.7,2,59.7,-2.1,0.66,OK
F02070,2027-02-03 19:00,G6,247.5,187,60.5,-2.1,0.73,OK
F02071,2027-02-03 19:00,G7,45.2,-2,47.2,-2.1,0.72,OK
F02072,2027-02-03 19:00,G8,35.3,0,35.3,-2.1,0.69,OK
F02073,2027-02-03 19:10,G1,3.3,0,3.3,-2.1,0.22,OK
F02074,2027-02-03 19:10,G2,6.3,1,5.3,-2.1,0.18,OK
F02075,2027-02-03 19:10,G3,1.5,-1,2.5,-2.1,0.22,OK
F02076,2027-02-03 19:10,G4,5.5,0,5.5,-2.1,0.21,OK
F02077,2027-02-03 19:10,G5,7.9,2,5.9,-2.1,0.20,OK
F02078,2027-02-03 19:10,G6,199.0,187,12.0,-2.1,0.18,OK
F02079,2027-02-03 19:10,G7,3.7,-2,5.7,-2.1,0.17,OK
F02080,2027-02-03 19:10,G8,10.5,0,10.5,-2.1,0.18,OK
F02081,2027-02-03 19:20,G1,36.7,0,36.7,-2.0,0.85,OK
F02082,2027-02-03 19:20,G2,48.6,1,47.6,-2.0,0.90,OK
F02083,2027-02-03 19:20,G3,51.5,-1,52.5,-2.0,0.91,OK
F02084,2027-02-03 19:20,G4,61.8,0,61.8,-2.0,0.83,OK
F02085,2027-02-03 19:20,G5,73.7,2,71.7,-2.0,0.89,OK
F02086,2027-02-03 19:20,G6,270.1,187,83.1,-2.0,0.85,OK
F02087,2027-02-03 19:20,G7,53.3,-2,55.3,-2.0,0.85,OK
F02088,2027-02-03 19:20,G8,38.4,0,38.4,-2.0,0.83,OK
F02089,2027-02-03 19:30,G1,3.5,0,3.5,-2.0,0.24,OK
F02090,2027-02-03 19:30,G2,10.1,1,9.1,-2.0,0.19,OK
F02091,2027-02-03 19:30,G3,9.3,-1,10.3,-2.0,0.21,OK
F02092,2027-02-03 19:30,G4,9.1,0,9.1,-2.0,0.23,OK
F02093,2027-02-03 19:30,G5,6.5,2,4.5,-2.0,0.23,OK
F02094,2027-02-03 19:30,G6,194.8,187,7.8,-2.0,0.19,OK
F02095,2027-02-03 19:30,G7,6.1,-2,8.1,-2.0,0.20,OK
F02096,2027-02-03 19:30,G8,10.5,0,10.5,-2.0,0.19,OK
F02097,2027-02-03 19:40,G1,41.4,0,41.4,-1.9,1.04,OK
F02098,2027-02-03 19:40,G2,51.1,1,50.1,-1.9,1.08,OK
F02099,2027-02-03 19:40,G3,59.0,-1,60.0,-1.9,1.05,OK
F02100,2027-02-03 19:40,G4,79.8,0,79.8,-1.9,1.06,OK
F02101,2027-02-03 19:40,G5,91.9,2,89.9,-1.9,1.08,OK
F02102,2027-02-03 19:40,G6,293.2,187,106.2,-1.9,1.05,OK
F02103,2027-02-03 19:40,G7,70.5,-2,72.5,-1.9,1.00,OK
F02104,2027-02-03 19:40,G8,47.1,0,47.1,-1.9,1.01,OK
F02105,2027-02-03 19:50,G1,2.3,0,2.3,-1.9,0.22,OK
F02106,2027-02-03 19:50,G2,4.7,1,3.7,-1.9,0.22,OK
F02107,2027-02-03 19:50,G3,2.6,-1,3.6,-1.9,0.17,OK
F02108,2027-02-03 19:50,G4,6.0,0,6.0,-1.9,0.19,OK
F02109,2027-02-03 19:50,G5,11.3,2,9.3,-1.9,0.18,OK
F02110,2027-02-03 19:50,G6,198.7,187,11.7,-1.9,0.18,OK
F02111,2027-02-03 19:50,G7,8.6,-2,10.6,-1.9,0.22,OK
F02112,2027-02-03 19:50,G8,6.2,0,6.2,-1.9,0.19,OK
F02113,2027-02-03 20:00,G1,34.0,0,34.0,-1.9,0.80,OK
F02114,2027-02-03 20:00,G2,36.6,1,35.6,-1.9,0.79,OK
F02115,2027-02-03 20:00,G3,40.9,-1,41.9,-1.9,0.74,OK
F02116,2027-02-03 20:00,G4,52.4,0,52.4,-1.9,0.77,OK
F02117,2027-02-03 20:00,G5,62.4,2,60.4,-1.9,0.79,OK
F02118,2027-02-03 20:00,G6,263.5,187,76.5,-1.9,0.73,OK
F02119,2027-02-03 20:00,G7,46.5,-2,48.5,-1.9,0.75,OK
F02120,2027-02-03 20:00,G8,34.9,0,34.9,-1.9,0.72,OK
F02121,2027-02-03 20:10,G1,6.5,0,6.5,-1.9,0.16,OK
F02122,2027-02-03 20:10,G2,3.6,1,2.6,-1.9,0.17,OK
F02123,2027-02-03 20:10,G3,6.6,-1,7.6,-1.9,0.24,OK
F02124,2027-02-03 20:10,G4,9.0,0,9.0,-1.9,0.18,OK
F02125,2027-02-03 20:10,G5,9.9,2,7.9,-1.9,0.20,OK
F02126,2027-02-03 20:10,G6,198.4,187,11.4,-1.9,0.21,OK
F02127,2027-02-03 20:10,G7,8.8,-2,10.8,-1.9,0.20,OK
F02128,2027-02-03 20:10,G8,5.9,0,5.9,-1.9,0.20,OK
F02129,2027-02-03 20:20,G1,35.7,0,35.7,-1.9,0.94,OK
F02130,2027-02-03 20:20,G2,51.0,1,50.0,-1.9,0.92,OK
F02131,2027-02-03 20:20,G3,50.8,-1,51.8,-1.9,0.95,OK
F02132,2027-02-03 20:20,G4,67.4,0,67.4,-1.9,0.94,OK
F02133,2027-02-03 20:20,G5,81.1,2,79.1,-1.9,0.95,OK
F02134,2027-02-03 20:20,G6,281.8,187,94.8,-1.9,0.97,OK
F02135,2027-02-03 20:20,G7,60.3,-2,62.3,-1.9,0.97,OK
F02136,2027-02-03 20:20,G8,47.2,0,47.2,-1.9,0.94,OK
F02137,2027-02-03 20:30,G1,3.5,0,3.5,-2.0,0.23,OK
F02138,2027-02-03 20:30,G2,6.1,1,5.1,-2.0,0.23,OK
F02139,2027-02-03 20:30,G3,6.0,-1,7.0,-2.0,0.18,OK
F02140,2027-02-03 20:30,G4,7.0,0,7.0,-2.0,0.17,OK
F02141,2027-02-03 20:30,G5,9.5,2,7.5,-2.0,0.16,OK
F02142,2027-02-03 20:30,G6,196.1,187,9.1,-2.0,0.19,OK
F02143,2027-02-03 20:30,G7,6.4,-2,8.4,-2.0,0.19,OK
F02144,2027-02-03 20:30,G8,10.9,0,10.9,-2.0,0.22,OK
F02145,2027-02-03 20:40,G1,46.1,0,46.1,-2.0,1.10,OK
F02146,2027-02-03 20:40,G2,59.0,1,58.0,-2.0,1.12,OK
F02147,2027-02-03 20:40,G3,67.4,-1,68.4,-2.0,1.11,OK
F02148,2027-02-03 20:40,G4,84.8,0,84.8,-2.0,1.10,OK
F02149,2027-02-03 20:40,G5,102.2,2,100.2,-2.0,1.12,OK
F02150,2027-02-03 20:40,G6,295.3,187,108.3,-2.0,1.12,OK
F02151,2027-02-03 20:40,G7,69.4,-2,71.4,-2.0,1.14,OK
F02152,2027-02-03 20:40,G8,51.2,0,51.2,-2.0,1.14,OK
F02153,2027-02-03 20:50,G1,4.8,0,4.8,-2.1,0.17,OK
F02154,2027-02-03 20:50,G2,4.0,1,3.0,-2.1,0.19,OK
F02155,2027-02-03 20:50,G3,7.0,-1,8.0,-2.1,0.24,OK
F02156,2027-02-03 20:50,G4,10.2,0,10.2,-2.1,0.21,OK
F02157,2027-02-03 20:50,G5,12.5,2,10.5,-2.1,0.21,OK
F02158,2027-02-03 20:50,G6,194.8,187,7.8,-2.1,0.17,OK
F02159,2027-02-03 20:50,G7,2.1,-2,4.1,-2.1,0.19,OK
F02160,2027-02-03 20:50,G8,4.3,0,4.3,-2.1,0.24,OK
F02161,2027-02-03 21:00,G1,33.9,0,33.9,-2.1,0.86,OK
F02162,2027-02-03 21:00,G2,39.1,1,38.1,-2.1,0.79,OK
F02163,2027-02-03 21:00,G3,48.2,-1,49.2,-2.1,0.82,OK
F02164,2027-02-03 21:00,G4,57.3,0,57.3,-2.1,0.82,OK
F02165,2027-02-03 21:00,G5,69.6,2,67.6,-2.1,0.80,OK
F02166,2027-02-03 21:00,G6,264.3,187,77.3,-2.1,0.82,OK
F02167,2027-02-03 21:00,G7,50.2,-2,52.2,-2.1,0.81,OK
F02168,2027-02-03 21:00,G8,38.8,0,38.8,-2.1,0.81,OK
F02169,2027-02-03 21:10,G1,8.4,0,8.4,-2.2,0.18,OK
F02170,2027-02-03 21:10,G2,3.2,1,2.2,-2.2,0.23,OK
F02171,2027-02-03 21:10,G3,4.8,-1,5.8,-2.2,0.21,OK
F02172,2027-02-03 21:10,G4,5.1,0,5.1,-2.2,0.22,OK
F02173,2027-02-03 21:10,G5,10.0,2,8.0,-2.2,0.19,OK
F02174,2027-02-03 21:10,G6,197.4,187,10.4,-2.2,0.21,OK
F02175,2027-02-03 21:10,G7,2.0,-2,4.0,-2.2,0.20,OK
F02176,2027-02-03 21:10,G8,7.6,0,7.6,-2.2,0.18,OK
F02177,2027-02-03 21:20,G1,38.5,0,38.5,-2.3,0.98,OK
F02178,2027-02-03 21:20,G2,53.2,1,52.2,-2.3,1.00,OK
F02179,2027-02-03 21:20,G3,55.4,-1,56.4,-2.3,0.96,OK
F02180,2027-02-03 21:20,G4,74.2,0,74.2,-2.3,1.02,OK
F02181,2027-02-03 21:20,G5,86.1,2,84.1,-2.3,0.99,OK
F02182,2027-02-03 21:20,G6,287.9,187,100.9,-2.3,0.96,OK
F02183,2027-02-03 21:20,G7,60.9,-2,62.9,-2.3,0.97,OK
F02184,2027-02-03 21:20,G8,42.9,0,42.9,-2.3,1.03,OK
F02185,2027-02-03 21:30,G1,5.0,0,5.0,-2.4,0.23,OK
F02186,2027-02-03 21:30,G2,5.6,1,4.6,-2.4,0.22,OK
F02187,2027-02-03 21:30,G3,3.2,-1,4.2,-2.4,0.21,OK
F02188,2027-02-03 21:30,G4,5.7,0,5.7,-2.4,0.21,OK
F02189,2027-02-03 21:30,G5,12.9,2,10.9,-2.4,0.19,OK
F02190,2027-02-03 21:30,G6,193.5,187,6.5,-2.4,0.16,OK
F02191,2027-02-03 21:30,G7,8.9,-2,10.9,-2.4,0.22,OK
F02192,2027-02-03 21:30,G8,5.3,0,5.3,-2.4,0.18,OK
F02193,2027-02-03 21:40,G1,21.7,0,21.7,-2.5,0.54,OK
F02194,2027-02-03 21:40,G2,29.8,1,28.8,-2.5,0.56,OK
F02195,2027-02-03 21:40,G3,31.3,-1,32.3,-2.5,0.52,OK
F02196,2027-02-03 21:40,G4,37.0,0,37.0,-2.5,0.56,OK
F02197,2027-02-03 21:40,G5,38.3,2,36.3,-2.5,0.57,OK
F02198,2027-02-03 21:40,G6,234.0,187,47.0,-2.5,0.50,OK
F02199,2027-02-03 21:40,G7,28.9,-2,30.9,-2.5,0.58,OK
F02200,2027-02-03 21:40,G8,23.2,0,23.2,-2.5,0.54,OK
F02201,2027-02-03 21:50,G1,8.9,0,8.9,-2.6,0.22,OK
F02202,2027-02-03 21:50,G2,6.8,1,5.8,-2.6,0.21,OK
F02203,2027-02-03 21:50,G3,3.6,-1,4.6,-2.6,0.19,OK
F02204,2027-02-03 21:50,G4,7.5,0,7.5,-2.6,0.22,OK
F02205,2027-02-03 21:50,G5,12.7,2,10.7,-2.6,0.16,OK
F02206,2027-02-03 21:50,G6,192.5,187,5.5,-2.6,0.22,OK
F02207,2027-02-03 21:50,G7,7.8,-2,9.8,-2.6,0.19,OK
F02208,2027-02-03 21:50,G8,3.6,0,3.6,-2.6,0.22,OK
F02209,2027-02-03 22:00,G1,0.7,0,0.7,-2.7,0.17,OK
F02210,2027-02-03 22:00,G2,6.2,1,5.2,-2.7,0.18,OK
F02211,2027-02-03 22:00,G3,5.2,-1,6.2,-2.7,0.22,OK
F02212,2027-02-03 22:00,G4,7.2,0,7.2,-2.7,0.21,OK
F02213,2027-02-03 22:00,G5,8.7,2,6.7,-2.7,0.19,OK
F02214,2027-02-03 22:00,G6,189.9,187,2.9,-2.7,0.21,OK
F02215,2027-02-03 22:00,G7,2.0,-2,4.0,-2.7,0.18,OK
F02216,2027-02-03 22:00,G8,4.7,0,4.7,-2.7,0.17,OK
F02217,2027-02-03 22:10,G1,8.7,0,8.7,-2.9,0.23,OK
F02218,2027-02-03 22:10,G2,5.2,1,4.2,-2.9,0.22,OK
F02219,2027-02-03 22:10,G3,3.7,-1,4.7,-2.9,0.21,OK
F02220,2027-02-03 22:10,G4,9.5,0,9.5,-2.9,0.18,OK
F02221,2027-02-03 22:10,G5,4.2,2,2.2,-2.9,0.24,OK
F02222,2027-02-03 22:10,G6,190.1,187,3.1,-2.9,0.23,OK
F02223,2027-02-03 22:10,G7,6.1,-2,8.1,-2.9,0.20,OK
F02224,2027-02-03 22:10,G8,10.2,0,10.2,-2.9,0.22,OK
F02225,2027-02-03 22:20,G1,4.6,0,4.6,-3.0,0.22,OK
F02226,2027-02-03 22:20,G2,9.3,1,8.3,-3.0,0.16,OK
F02227,2027-02-03 22:20,G3,7.1,-1,8.1,-3.0,0.23,OK
F02228,2027-02-03 22:20,G4,8.3,0,8.3,-3.0,0.20,OK
F02229,2027-02-03 22:20,G5,9.2,2,7.2,-3.0,0.17,OK
F02230,2027-02-03 22:20,G6,188.0,187,1.0,-3.0,0.21,OK
F02231,2027-02-03 22:20,G7,5.4,-2,7.4,-3.0,0.21,OK
F02232,2027-02-03 22:20,G8,4.7,0,4.7,-3.0,0.22,OK
F02233,2027-02-03 22:30,G1,5.6,0,5.6,-3.2,0.19,OK
F02234,2027-02-03 22:30,G2,8.1,1,7.1,-3.2,0.24,OK
F02235,2027-02-03 22:30,G3,7.4,-1,8.4,-3.2,0.18,OK
F02236,2027-02-03 22:30,G4,6.9,0,6.9,-3.2,0.20,OK
F02237,2027-02-03 22:30,G5,10.4,2,8.4,-3.2,0.22,OK
F02238,2027-02-03 22:30,G6,196.5,187,9.5,-3.2,0.16,OK
F02239,2027-02-03 22:30,G7,6.8,-2,8.8,-3.2,0.24,OK
F02240,2027-02-03 22:30,G8,7.5,0,7.5,-3.2,0.19,OK
F02241,2027-02-03 22:40,G1,7.6,0,7.6,-3.3,0.23,OK
F02242,2027-02-03 22:40,G2,3.9,1,2.9,-3.3,0.17,OK
F02243,2027-02-03 22:40,G3,2.8,-1,3.8,-3.3,0.20,OK
F02244,2027-02-03 22:40,G4,-0.3,0,-0.3,-3.3,0.21,OK
